Q,A
백화점에 왔어 올 거야 전화 주세요 백제군 병원 앞에 있어요 야 그 다음에 시간 왔다 뭐 해 자라 오전 날씨 따끔 재밌다 야 있어 나이스 짝꿍과 됩니까 아침 안개가 벌써 밥을 못가 힘들었다 일 마치고 가니 신고합니다 ,백화점에 가서 목걸이와 반지를 샀습니다. 휴지를 버려 주세요. 우체국은 병원 앞에 있어요. 약을 하루에 두 번씩 드세요. 감기에 걸리지 않도록 조심해라. 내가 퇴근하는 시간은 항상 같다. 물이 차다. 오늘처럼 눈이 오는 날은 조심해서 운전해야 한다. 당신이 만든 작품을 설명해 보세요. 당근은 무슨 색입니까? 커피를 마셔서 잠이 오지 않는다. 여기서 기다리세요. 전화번호가 어떻게 됩니까? 오래된 음식은 먹지 마세요. 눈이 내리는 겨울이 빨리 왔으면 좋겠습니다. 아침에 안개가 껴서 앞을 보기가 힘들었다. 수박이 달다. 일을 마치고 갈 시간이 충분합니다. 내가 읽은 책을 너한테 빌려줄게. 음악을 들으며 운동해 보세요.  청소를 하다가 내가 잃어버렸던 반지를 찾았다. 해가 뜬다. 주소를 알려 주세요. 좋아하는 음식이 뭡니까? 외투와 장갑을 벗고 들어와요. 경찰이 이 곳으로 곧 온다고 했어요. 길이 너무 막혀서 약속에 늦었습니다. 편식을 하는 습관은 건강에 해로+ 해로워요. 한 줄로 똑바로 서 주십시오.  냉면을 먹으러 식당에 갑니다. 사진을 찍어 주세요. 저녁에 무엇을 먹을까? 배가 고프다. 열쇠가 없어 문을 열지 못했다. 어두운 곳에서 책을 읽지 마세요. 버스에 사람이 많아서 내가 앉을 자리가 없다. 
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려 여기 나와 여기 나와 여기나 우유 나비가 날아요 나 네가 알아요 엄마가 노래해 엄마가 노래해 머리 말려요 머리 말려요 여기 났어요 여기에 났어요 여기 있나 여기 나 여기 있나요 여기나요 머리 말려 머리 말려 머리 말려요 날씨가 추워요 음악 켜 음악 켜 날씨가 더워요 날씨가 더워요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔봐. 여기 놔봐. 여기 놔요? 아이참* 여기 놔요? 아이참* 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혔쓰*요. 길이 많이 막혔쓰*요. 길이 마리 막혔어? 길이 마리 막혔어? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었셔*요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려 여기 나와요 여기 나와요 나비가 날라요 나비가 날라요 엄마가 노래해 엄마가 노래해 여기 놓을 거예요 밥 먹었어 밥 먹었죠 집에 아무도 없겠지 집에 아무도 없겠지 다리 얼었어요 다리 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 될 리가 없지 전화 왔어요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
거울 안경 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 날개 창문 동생 약국 호박 호박 자연 거울 토끼 회사 노래 신발 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 아들 팥죽 동생 목표 냄새 바다 자연 접시 권투 ,거울 안경 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 날개 창문 동생 약국 호박 자연 거울 토끼 회사 노래 신발 딸기 나무 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 육군 신발 땅콩 안개 마음 허리 욕심 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 아들 팥죽 동생 목표 냄새 바다 자연 접시 권투 방석 느낌
나는 발들을 품고 딴지를 샌다 세상에 가만히 있습니까 가방에 사다가 동물원에 간다 싹 다 나와 함께 엄마가 뽀뽀를 해 준다 너무 화내는 호랑이가 꼬리를 내려 드리고 있습니다 나는 꼭 그래 갖고 든다 꽃 그리는 그가 하도 금다 나는 너를 만 노래 동영상 그네를 딴다 아빠가 또 그 선을 스타벅스입니다 그러면 그게 가라앉습니다 괴물과 싸움을 한다 나무에는 참새 세 마리가 쎄쎄 거리고 나무 할래 돌봐 되는 엄마에게 전화를 한다 엄마 또 물건 세븐스 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
안경 전화 온달 나무 바위 사과 보자 풍선 당근 연필 날개 양문 동생 약국 호박 아연 가을 회사 노래 번역 바람 병원 파일 동거 딸기 언제 가위 그림 아들 동생 냄새 나다 아연 투 ,거울 안경 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 날개 창문 동생 약국 호박 자연 거울 토끼 회사 노래 신발 딸기 나무 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 육군 신발 땅콩 안개 마음 허리 욕심 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 아들 팥죽 동생 목표 냄새 바다 자연 접시 권투 방석 느낌 
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려 일어나요 일어나요 나비가 날아요 나비가 날아요 엄마가 노래해 엄마가 노래해 머리 말려요 머리 말려요 여기 났어요 여기 났어요 여기 누나 여기 나와요 여기 나아요 머리 말려 머리 말려 머리 말려요 머리 말려요 여기 났어요 음악 켜 날씨가 더워요 날씨가 더워요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나 내일 만나? 이제 내려 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을거예요 여기 놓을거예요? 밥 먹었죠 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기 까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운거 같애. 방이 추운거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜 음악 켜? 날씨가 더워요. 날씨가 더워요?
나는 바지를 입고 단추를 채웁니다 책상 위에 가방이 있습니다 가방에 사탕과 연필에 넣을 거예요 아빠와 자동차를 타고 동물원에 갑니다 하면서 아빠가 토끼 풍선을 사 왔습니다 로봇 그림을 구경합니다 그림은 못 두 개의 걸려 있습니다 로봇은 긴 눈썹 괴물과 싸움을 합니다 세 마리가 짹짹 거리고 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 곰 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
응 응 응 응 그럼 우와 우와 딸 딸네네 ,새 해 배 개 집 일 입 이 꿀 불 귤 물 피 쥐 비 귀 콩 돈 공 손 풀 붓 뿔 윷 잎 씨 빗 침 벌 성 별 형 초 눈 코 문 햄 잼 뱀 책 실 십 칠 김 종 총 용 똥 털 몸 절 톱 강 발 왕 달 뼈 영 혀 병 밤 활 감 탈 꽃 점 솥 섬 금 육 은 흙 산 파 삼 차 춤 국 꿈 북 칼 말 쌀 팔 떡 컵 턱 껌 방 빵 창 양 오 곰 소 돌 약 탑 닭 밥 귀 남 해 밀 옷 잔 댁 겁 시 병 소 점 키 앞 무 논 자 글 용 겉 다 뜰 피 상 네 벌 추 만 죄 일 구 삼 도 알 꽃 연 달 혀 녹 김 약 덕 조 군 잎 폐 꿈 터 샘 능 새 해 배 개 집 일 입 이 꿀 불 귤 물 피 쥐 비 귀 콩 돈 공 손 풀 붓 뿔 윷 잎 씨 빗 침 벌 성 별 형 초 눈 코 문 햄 잼 뱀 책 실 십 칠 김 종 총 용 똥 털 몸 절 톱 강 발 왕 달 뼈 영 혀 병 밤 활 감 탈 꽃 점 솥 섬 금 육 은 흙 산 파 삼 차 춤 국 꿈 북 칼 말 쌀 팔 떡 컵 턱 껌 방 빵 창 양 오 곰 소 돌 약 탑 닭 밥 귀 남 해 밀 옷 잔 댁 겁 시 병 소 점 키 앞 무 논 자 글 용 겉 다 뜰 피 상 네 벌 추 만 죄 일 구 삼 도 알 꽃 연 달 혀 녹 김 약 덕 조 군 잎 폐 꿈 터 샘 능 아 애 어 에 오 우 으 이 야 얘 여 예 와 왜 외 요 워 웨 위 유 의 아 애 어 에 오 우 으 이 야 얘 여 예 와 왜 외 요 워 웨 위 유 의 가 까 나 다 따 라 마 바 빠 사 싸 자 짜 차 카 타 파 하 가 까 나 다 따 라 마 바 빠 사 싸 자 짜 차 카 타 파 하
바지 단추 엑사 아방 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 비네 풍선 로봇 ,바지 단추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 그네 토끼 풍선 로봇 그림 못 눈썹 괴물 싸움 참새 세마리 짹짹 나무 메뚜기 전화
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려와 이제 내려 머리 말려 머리 말려요 여기나요 나비가 날아요 나비가 나나요 엄마가 노래 머리 말렸어요 여기 놓을 거예요 여기 놀 거예요 밥 먹었죠 밥 먹었죠 집에 아무도 없겠지 집에 아무도 없겠지 발이 얼었어요 발이 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 게요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
Google 강발 왕들 뼈 영어 병 밤 활 감 달 꽃담촌 비창 내 벌 휴먼 제이 그 참 좋아할 것 연달 현옥김 약속 배우에 오 우 으이 야 예 ,새 해 배 개 집 일 입 이 꿀 불 귤 물 피 쥐 비 귀 콩 돈 공 손 풀 붓 뿔 윷 잎 씨 빗 침 벌 성 별 형 초 눈 코 문 햄 잼 뱀 책 실 십 칠 김 종 총 용 똥 털 몸 절 톱 강 발 왕 달 뼈 영 혀 병 밤 활 감 탈 꽃 점 솥 섬 금 육 은 흙 산 파 삼 차 춤 국 꿈 북 칼 말 쌀 팔 떡 컵 턱 껌 방 빵 창 양 오 곰 소 돌 약 탑 닭 밥 귀 남 해 밀 옷 잔 댁 겁 시 병 소 점 키 앞 무 논 자 글 용 겉 다 뜰 피 상 네 벌 추 만 죄 일 구 삼 도 알 꽃 연 달 혀 녹 김 약 덕 조 군 잎 폐 꿈 터 샘 능 아 애 어 에 오 우 으 이 야 얘 여 예 와 왜 외 요 워 웨 위 유 의 아 애 어 에 오 우 으 이 야 얘 여 예 와 왜 외 요 워 웨 위 유 의 가 까 나 다 따 라 마 빠 사 싸 자 짜 차 카 타 파 하 가 까 나 다 따 라 마 바 빠 사 싸 자 짜 차 카 타 파 하
저는 개띠 출생지 상주시 군에서 제 이름은 형 누나 오빠 언니 명의 형님이 있고 아래로 남동생 여동생 무명 한 명 두 명이 됩니다 지금 저랑 같이 살고 있는 사람은 누구인가 저 입력 친구와 주로 하는 이야기는 일주일은 며칠입니까 7일입니다 일요일 월 화 수 목 금 토 일입니까 설날은 1월 1일입니다 12월 25일입니다 지금 계절은 여름입니다 이제는 날씨가 시원해 보고 오늘 날씨는 맑음 예시 비가 왔다 흐렸다 해서 됐다 오늘 날씨는 맑음 1년은 362 5일이고 일주일은 ,저는 개띠입니다. 출생지인 u/ 시 군에서 제 위로는 형 누나 오빠 언니 명이 형님이 있고 아래로 남동생 여동생 두 명 한+ 한 명 두 명 있습니다. 지금 저랑 같이 살고 있는 사람은 부인과 저 입+ 입니다 친구와 주로 하는 이야기는 우리 동네는 교통이 불편해 편리 불편해서 불편해야합니다. 교통이 편리 교통이 편+ 편리 불편한 이유는 음/ 지역이+ 지역 때문입니다. 우리 집 근처에는 마트 시장이 있는데 걸어서 오 분 거리에 있습니다.  제가 가장 좋아하는 음식은 음/ 보통 밥입니다. 제 취미는 음/ 그냥 운동 입니다.  무지개 일곱 색깔은 빨강 파랑 노랑 회색 입니다. 일주일은 며칠입니까 칠일+ 칠 일 입니다. 일요일 월 화 수 목 금 토 일 입니다. 설날은 일 월 일 일입니다. 크리스마스는 십 이 월 이십 오 일입니다. 지금 계절은 여름 입니다. 이제는 날씨가 시*+ 시원했고고 오늘 날씨는 맑음 네 시 비가 왔다 흐렸다 해가+ 했다. 오늘 날씨는 맑음  일 년은 삼백 육십 이+ 오 일이고 일 주일은 칠 일입니다. 하루는 이십 사 시간이고 일 분은 육십 초입니다.
